2026-02-06 10:42:02.312230 - FACE_LOCKED: Face locked: Dieudonne
2026-02-06 10:42:11.209905 - SMILE: Smile detected (ratio: 95.34)
2026-02-06 10:42:11.480102 - SMILE: Smile detected (ratio: 263.61)
2026-02-06 10:42:11.835862 - HEAD_LEFT: Moved left by 12.1px
2026-02-06 10:42:12.365786 - SMILE: Smile detected (ratio: 42.46)
2026-02-06 10:42:12.473464 - SMILE: Smile detected (ratio: 66.40)
2026-02-06 10:42:12.559221 - SMILE: Smile detected (ratio: 2285.27)
2026-02-06 10:42:12.744093 - SMILE: Smile detected (ratio: 596.00)
2026-02-06 10:42:13.112236 - SMILE: Smile detected (ratio: 58.80)
2026-02-06 10:42:13.198139 - SMILE: Smile detected (ratio: 89.65)
2026-02-06 10:42:13.373950 - SMILE: Smile detected (ratio: 139.57)
2026-02-06 10:42:15.747225 - HEAD_LEFT: Moved left by 20.8px
2026-02-06 10:42:16.315494 - HEAD_RIGHT: Moved right by 17.8px
2026-02-06 10:42:16.315494 - SMILE: Smile detected (ratio: 72.56)
2026-02-06 10:42:16.683005 - SMILE: Smile detected (ratio: 109.35)
2026-02-06 10:42:16.778825 - SMILE: Smile detected (ratio: 595.59)
2026-02-06 10:42:16.873439 - HEAD_RIGHT: Moved right by 11.7px
2026-02-06 10:42:16.966547 - SMILE: Smile detected (ratio: 559.51)
2026-02-06 10:42:17.210060 - SMILE: Smile detected (ratio: 147.52)
2026-02-06 10:42:17.307261 - SMILE: Smile detected (ratio: 720.92)
2026-02-06 10:42:17.682415 - SMILE: Smile detected (ratio: 58.84)
2026-02-06 10:42:17.769759 - SMILE: Smile detected (ratio: 197.01)
2026-02-06 10:42:18.048518 - SMILE: Smile detected (ratio: 279.79)
2026-02-06 10:42:18.226459 - SMILE: Smile detected (ratio: 337.93)
2026-02-06 10:42:18.315020 - SMILE: Smile detected (ratio: 633.45)
2026-02-06 10:42:18.402355 - SMILE: Smile detected (ratio: 1272.75)
2026-02-06 10:42:18.952235 - SMILE: Smile detected (ratio: 273.01)
2026-02-06 10:42:19.124115 - SMILE: Smile detected (ratio: 390.58)
2026-02-06 10:42:19.295924 - SMILE: Smile detected (ratio: 458.65)
2026-02-06 10:42:19.555709 - SMILE: Smile detected (ratio: 122.66)
2026-02-06 10:42:20.440866 - SMILE: Smile detected (ratio: 42.69)
2026-02-06 10:42:22.242242 - SMILE: Smile detected (ratio: 69.31)
2026-02-06 10:42:22.344219 - SMILE: Smile detected (ratio: 110.78)
2026-02-06 10:42:23.334293 - HEAD_RIGHT: Moved right by 10.2px
2026-02-06 10:42:23.521465 - HEAD_RIGHT: Moved right by 14.4px
2026-02-06 10:42:23.521465 - SMILE: Smile detected (ratio: 176.85)
2026-02-06 10:42:23.599647 - HEAD_RIGHT: Moved right by 11.2px
2026-02-06 10:42:24.129465 - SMILE: Smile detected (ratio: 29.87)
2026-02-06 10:42:24.302312 - SMILE: Smile detected (ratio: 77.80)
2026-02-06 10:42:24.398280 - SMILE: Smile detected (ratio: 194.99)
2026-02-06 10:42:24.648183 - HEAD_LEFT: Moved left by 10.5px
2026-02-06 10:42:25.790071 - SMILE: Smile detected (ratio: 68.06)
2026-02-06 10:42:25.970279 - SMILE: Smile detected (ratio: 83.22)
2026-02-06 10:42:26.421520 - SMILE: Smile detected (ratio: 41.21)
2026-02-06 10:42:26.953228 - SMILE: Smile detected (ratio: 70.45)
2026-02-06 10:42:27.590837 - SMILE: Smile detected (ratio: 78.33)
2026-02-06 10:42:27.685630 - SMILE: Smile detected (ratio: 2293.28)
2026-02-06 10:42:27.988654 - SMILE: Smile detected (ratio: 82.01)
2026-02-06 10:42:28.388280 - SMILE: Smile detected (ratio: 748.37)
